,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Value
37849,B6CRSI01,"Secondary income, credits",CXCUSA,"US-Dollar converted, Seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,USD,US Dollar,6,Millions,8755.808
37850,B6CRSI01,"Secondary income, credits",CXCUSA,"US-Dollar converted, Seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,USD,US Dollar,6,Millions,8999.114
37851,B6CRSI01,"Secondary income, credits",CXCUSA,"US-Dollar converted, Seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,USD,US Dollar,6,Millions,9291.859
37852,B6CRSI01,"Secondary income, credits",CXCUSA,"US-Dollar converted, Seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,USD,US Dollar,6,Millions,9313.319
37853,B6CRSI01,"Secondary income, credits",CXCUSA,"US-Dollar converted, Seasonally adjusted",Q,Quarterly,2020-Q1,Q1-2020,USD,US Dollar,6,Millions,9758.714
37854,B6DBSI01,"Secondary income, debits",CXCUSA,"US-Dollar converted, Seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,USD,US Dollar,6,Millions,248.8
37855,B6DBSI01,"Secondary income, debits",CXCUSA,"US-Dollar converted, Seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,USD,US Dollar,6,Millions,293.1
37856,B6DBSI01,"Secondary income, debits",CXCUSA,"US-Dollar converted, Seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,USD,US Dollar,6,Millions,263.2
37857,B6DBSI01,"Secondary income, debits",CXCUSA,"US-Dollar converted, Seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,USD,US Dollar,6,Millions,276.2
37858,B6DBSI01,"Secondary income, debits",CXCUSA,"US-Dollar converted, Seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,USD,US Dollar,6,Millions,245.9
37859,B6DBSI01,"Secondary income, debits",CXCUSA,"US-Dollar converted, Seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,USD,US Dollar,6,Millions,265.3
37860,B6DBSI01,"Secondary income, debits",CXCUSA,"US-Dollar converted, Seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,USD,US Dollar,6,Millions,293.2
37861,B6DBSI01,"Secondary income, debits",CXCUSA,"US-Dollar converted, Seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,USD,US Dollar,6,Millions,276.6
37862,B6DBSI01,"Secondary income, debits",CXCUSA,"US-Dollar converted, Seasonally adjusted",Q,Quarterly,2020-Q1,Q1-2020,USD,US Dollar,6,Millions,242.1
37863,B6CRTT01,"Current account, credits",CXCUSA,"US-Dollar converted, Seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,USD,US Dollar,6,Millions,129020.2
37864,B6CRTT01,"Current account, credits",CXCUSA,"US-Dollar converted, Seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,USD,US Dollar,6,Millions,130930.0
37865,B6CRTT01,"Current account, credits",CXCUSA,"US-Dollar converted, Seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,USD,US Dollar,6,Millions,132954.0
37866,B6CRTT01,"Current account, credits",CXCUSA,"US-Dollar converted, Seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,USD,US Dollar,6,Millions,134105.7
37867,B6CRTT01,"Current account, credits",CXCUSA,"US-Dollar converted, Seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,USD,US Dollar,6,Millions,134555.3
37868,B6CRTT01,"Current account, credits",CXCUSA,"US-Dollar converted, Seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,USD,US Dollar,6,Millions,137890.2
37869,B6CRTT01,"Current account, credits",CXCUSA,"US-Dollar converted, Seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,USD,US Dollar,6,Millions,136424.5
37870,B6CRTT01,"Current account, credits",CXCUSA,"US-Dollar converted, Seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,USD,US Dollar,6,Millions,134461.1
37871,B6CRTT01,"Current account, credits",CXCUSA,"US-Dollar converted, Seasonally adjusted",Q,Quarterly,2020-Q1,Q1-2020,USD,US Dollar,6,Millions,133631.2
37872,B6DBTT01,"Current account, debits",CXCUSA,"US-Dollar converted, Seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,USD,US Dollar,6,Millions,133610.3
37873,B6DBTT01,"Current account, debits",CXCUSA,"US-Dollar converted, Seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,USD,US Dollar,6,Millions,136873.1
37874,B6DBTT01,"Current account, debits",CXCUSA,"US-Dollar converted, Seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,USD,US Dollar,6,Millions,142317.3
37875,B6DBTT01,"Current account, debits",CXCUSA,"US-Dollar converted, Seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,USD,US Dollar,6,Millions,139467.2
37876,B6DBTT01,"Current account, debits",CXCUSA,"US-Dollar converted, Seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,USD,US Dollar,6,Millions,140276.0
37877,B6DBTT01,"Current account, debits",CXCUSA,"US-Dollar converted, Seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,USD,US Dollar,6,Millions,135790.5
37878,B6DBTT01,"Current account, debits",CXCUSA,"US-Dollar converted, Seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,USD,US Dollar,6,Millions,138808.3
37879,B6DBTT01,"Current account, debits",CXCUSA,"US-Dollar converted, Seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,USD,US Dollar,6,Millions,132797.3
37880,B6DBTT01,"Current account, debits",CXCUSA,"US-Dollar converted, Seasonally adjusted",Q,Quarterly,2020-Q1,Q1-2020,USD,US Dollar,6,Millions,130761.1
37881,B6FAOI02,"Other investment, net acquisition of financial assets",CXCU,US-Dollar converted,Q,Quarterly,2018-Q1,Q1-2018,USD,US Dollar,6,Millions,8080.6
37882,B6FAOI02,"Other investment, net acquisition of financial assets",CXCU,US-Dollar converted,Q,Quarterly,2018-Q2,Q2-2018,USD,US Dollar,6,Millions,1949.6
37883,B6FAOI02,"Other investment, net acquisition of financial assets",CXCU,US-Dollar converted,Q,Quarterly,2018-Q3,Q3-2018,USD,US Dollar,6,Millions,-2666.0
37884,B6FAOI02,"Other investment, net acquisition of financial assets",CXCU,US-Dollar converted,Q,Quarterly,2018-Q4,Q4-2018,USD,US Dollar,6,Millions,501.8
37885,B6FAOI02,"Other investment, net acquisition of financial assets",CXCU,US-Dollar converted,Q,Quarterly,2019-Q1,Q1-2019,USD,US Dollar,6,Millions,4725.7
37886,B6FAOI02,"Other investment, net acquisition of financial assets",CXCU,US-Dollar converted,Q,Quarterly,2019-Q2,Q2-2019,USD,US Dollar,6,Millions,3415.1
37887,B6FAOI02,"Other investment, net acquisition of financial assets",CXCU,US-Dollar converted,Q,Quarterly,2019-Q3,Q3-2019,USD,US Dollar,6,Millions,3731.2
37888,B6FAOI02,"Other investment, net acquisition of financial assets",CXCU,US-Dollar converted,Q,Quarterly,2019-Q4,Q4-2019,USD,US Dollar,6,Millions,1091.2
37889,B6FAOI02,"Other investment, net acquisition of financial assets",CXCU,US-Dollar converted,Q,Quarterly,2020-Q1,Q1-2020,USD,US Dollar,6,Millions,5049.9
37890,B6FAOI03,"Other investment, net incurrence of liabilities",CXCU,US-Dollar converted,Q,Quarterly,2018-Q1,Q1-2018,USD,US Dollar,6,Millions,4171.2
37891,B6FAOI03,"Other investment, net incurrence of liabilities",CXCU,US-Dollar converted,Q,Quarterly,2018-Q2,Q2-2018,USD,US Dollar,6,Millions,275.1
37892,B6FAOI03,"Other investment, net incurrence of liabilities",CXCU,US-Dollar converted,Q,Quarterly,2018-Q3,Q3-2018,USD,US Dollar,6,Millions,2547.9
37893,B6FAOI03,"Other investment, net incurrence of liabilities",CXCU,US-Dollar converted,Q,Quarterly,2018-Q4,Q4-2018,USD,US Dollar,6,Millions,-285.9
37894,B6FAOI03,"Other investment, net incurrence of liabilities",CXCU,US-Dollar converted,Q,Quarterly,2019-Q1,Q1-2019,USD,US Dollar,6,Millions,-333.6
37895,B6FAOI03,"Other investment, net incurrence of liabilities",CXCU,US-Dollar converted,Q,Quarterly,2019-Q2,Q2-2019,USD,US Dollar,6,Millions,6036.5
37896,B6FAOI03,"Other investment, net incurrence of liabilities",CXCU,US-Dollar converted,Q,Quarterly,2019-Q3,Q3-2019,USD,US Dollar,6,Millions,-6091.9
37897,B6FAOI03,"Other investment, net incurrence of liabilities",CXCU,US-Dollar converted,Q,Quarterly,2019-Q4,Q4-2019,USD,US Dollar,6,Millions,3323.3
37898,B6FAOI03,"Other investment, net incurrence of liabilities",CXCU,US-Dollar converted,Q,Quarterly,2020-Q1,Q1-2020,USD,US Dollar,6,Millions,2474.7
37899,B6FARA01,"Reserve assets, net acquisition of financial assets",CXCU,US-Dollar converted,Q,Quarterly,2018-Q1,Q1-2018,USD,US Dollar,6,Millions,2128.4
37900,B6FARA01,"Reserve assets, net acquisition of financial assets",CXCU,US-Dollar converted,Q,Quarterly,2018-Q2,Q2-2018,USD,US Dollar,6,Millions,911.3
37901,B6FARA01,"Reserve assets, net acquisition of financial assets",CXCU,US-Dollar converted,Q,Quarterly,2018-Q3,Q3-2018,USD,US Dollar,6,Millions,-822.8
37902,B6FARA01,"Reserve assets, net acquisition of financial assets",CXCU,US-Dollar converted,Q,Quarterly,2018-Q4,Q4-2018,USD,US Dollar,6,Millions,-1733.8
37903,B6FARA01,"Reserve assets, net acquisition of financial assets",CXCU,US-Dollar converted,Q,Quarterly,2019-Q1,Q1-2019,USD,US Dollar,6,Millions,4424.3
37904,B6FARA01,"Reserve assets, net acquisition of financial assets",CXCU,US-Dollar converted,Q,Quarterly,2019-Q2,Q2-2019,USD,US Dollar,6,Millions,2550.3
37905,B6FARA01,"Reserve assets, net acquisition of financial assets",CXCU,US-Dollar converted,Q,Quarterly,2019-Q3,Q3-2019,USD,US Dollar,6,Millions,-4101.6
37906,B6FARA01,"Reserve assets, net acquisition of financial assets",CXCU,US-Dollar converted,Q,Quarterly,2019-Q4,Q4-2019,USD,US Dollar,6,Millions,-234.9
37907,B6FARA01,"Reserve assets, net acquisition of financial assets",CXCU,US-Dollar converted,Q,Quarterly,2020-Q1,Q1-2020,USD,US Dollar,6,Millions,4300.3
38879,B6EOTT01,Net errors and omissions,CXCU,US-Dollar converted,Q,Quarterly,2018-Q1,Q1-2018,USD,US Dollar,6,Millions,2461.8
38880,B6EOTT01,Net errors and omissions,CXCU,US-Dollar converted,Q,Quarterly,2018-Q2,Q2-2018,USD,US Dollar,6,Millions,-1023.9
38881,B6EOTT01,Net errors and omissions,CXCU,US-Dollar converted,Q,Quarterly,2018-Q3,Q3-2018,USD,US Dollar,6,Millions,-3464.7
38882,B6EOTT01,Net errors and omissions,CXCU,US-Dollar converted,Q,Quarterly,2018-Q4,Q4-2018,USD,US Dollar,6,Millions,-6151.5
38883,B6EOTT01,Net errors and omissions,CXCU,US-Dollar converted,Q,Quarterly,2019-Q1,Q1-2019,USD,US Dollar,6,Millions,768.4
38884,B6EOTT01,Net errors and omissions,CXCU,US-Dollar converted,Q,Quarterly,2019-Q2,Q2-2019,USD,US Dollar,6,Millions,-6102.3
38885,B6EOTT01,Net errors and omissions,CXCU,US-Dollar converted,Q,Quarterly,2019-Q3,Q3-2019,USD,US Dollar,6,Millions,206.1
38886,B6EOTT01,Net errors and omissions,CXCU,US-Dollar converted,Q,Quarterly,2019-Q4,Q4-2019,USD,US Dollar,6,Millions,-5416.6
38887,B6EOTT01,Net errors and omissions,CXCU,US-Dollar converted,Q,Quarterly,2020-Q1,Q1-2020,USD,US Dollar,6,Millions,-2465.0
