,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME,Time,Unit Code,Unit,Reference Period Code,Reference Period,Value
46248,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2017-01,Jan-2017,PC_PNT,Percentage points,,,-0.1212552
46249,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2017-02,Feb-2017,PC_PNT,Percentage points,,,-0.1019039
46250,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2017-03,Mar-2017,PC_PNT,Percentage points,,,-0.103835
46251,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2017-04,Apr-2017,PC_PNT,Percentage points,,,-0.09594266
46252,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2017-05,May-2017,PC_PNT,Percentage points,,,-0.07823022
46253,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2017-06,Jun-2017,PC_PNT,Percentage points,,,-0.0491552
46254,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2017-07,Jul-2017,PC_PNT,Percentage points,,,-0.01749305
46255,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2017-08,Aug-2017,PC_PNT,Percentage points,,,-0.01088413
46256,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2017-09,Sep-2017,PC_PNT,Percentage points,,,-0.03643923
46257,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2017-10,Oct-2017,PC_PNT,Percentage points,,,-0.007873948
46258,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2017-11,Nov-2017,PC_PNT,Percentage points,,,-0.007869467
46259,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2017-12,Dec-2017,PC_PNT,Percentage points,,,-0.004333081
46260,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2018-01,Jan-2018,PC_PNT,Percentage points,,,-0.01759993
46261,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2018-02,Feb-2018,PC_PNT,Percentage points,,,-0.02190776
46262,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2018-03,Mar-2018,PC_PNT,Percentage points,,,-0.01229822
46263,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2018-04,Apr-2018,PC_PNT,Percentage points,,,-0.00983085
46264,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2018-05,May-2018,PC_PNT,Percentage points,,,-0.00688699
46265,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2018-06,Jun-2018,PC_PNT,Percentage points,,,-0.00975394
46266,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2018-07,Jul-2018,PC_PNT,Percentage points,,,-0.00833
46267,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2018-08,Aug-2018,PC_PNT,Percentage points,,,-0.0236
46268,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2018-09,Sep-2018,PC_PNT,Percentage points,,,0.04342013
46269,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2018-10,Oct-2018,PC_PNT,Percentage points,,,-0.0115
46270,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2018-11,Nov-2018,PC_PNT,Percentage points,,,-0.0149
46271,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2018-12,Dec-2018,PC_PNT,Percentage points,,,-0.0314
46272,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2019-01,Jan-2019,PC_PNT,Percentage points,,,-0.0242
46273,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2019-02,Feb-2019,PC_PNT,Percentage points,,,-0.0399
46274,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2019-03,Mar-2019,PC_PNT,Percentage points,,,-0.0405
46275,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2019-04,Apr-2019,PC_PNT,Percentage points,,,-0.0406
46276,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2019-05,May-2019,PC_PNT,Percentage points,,,-0.0343
46277,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2019-06,Jun-2019,PC_PNT,Percentage points,,,-0.0289
46278,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2019-07,Jul-2019,PC_PNT,Percentage points,,,-0.0298
46279,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2019-08,Aug-2019,PC_PNT,Percentage points,,,-0.01754043
46280,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2019-09,Sep-2019,PC_PNT,Percentage points,,,-0.0310434
46281,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2019-10,Oct-2019,PC_PNT,Percentage points,,,-0.02998425
46282,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2019-11,Nov-2019,PC_PNT,Percentage points,,,-0.02799182
46283,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2019-12,Dec-2019,PC_PNT,Percentage points,,,-0.02569426
46284,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2020-01,Jan-2020,PC_PNT,Percentage points,,,-0.04629948
46285,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2020-02,Feb-2020,PC_PNT,Percentage points,,,-0.04581391
46286,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2020-03,Mar-2020,PC_PNT,Percentage points,,,-0.04498417
46287,CP080000,CPI: 08 - Communication,CTGY,Contribution to annual inflation,M,Monthly,2020-04,Apr-2020,PC_PNT,Percentage points,,,-0.0477753
46288,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2015-01,Jan-2015,PC_PNT,Percentage points,,,0.09796254
46289,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2015-02,Feb-2015,PC_PNT,Percentage points,,,0.08946314
46290,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2015-03,Mar-2015,PC_PNT,Percentage points,,,0.1394541
46291,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2015-04,Apr-2015,PC_PNT,Percentage points,,,0.06302846
46292,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2015-05,May-2015,PC_PNT,Percentage points,,,0.1045492
46293,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2015-06,Jun-2015,PC_PNT,Percentage points,,,0.1122862
46294,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2015-07,Jul-2015,PC_PNT,Percentage points,,,0.1121229
46295,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2015-08,Aug-2015,PC_PNT,Percentage points,,,0.1063296
46296,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2015-09,Sep-2015,PC_PNT,Percentage points,,,0.1043539
46297,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2015-10,Oct-2015,PC_PNT,Percentage points,,,0.1049382
46298,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2015-11,Nov-2015,PC_PNT,Percentage points,,,0.09698876
46299,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2015-12,Dec-2015,PC_PNT,Percentage points,,,0.09815065
46300,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2016-01,Jan-2016,PC_PNT,Percentage points,,,0.09248113
46301,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2016-02,Feb-2016,PC_PNT,Percentage points,,,0.1007797
46302,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2016-03,Mar-2016,PC_PNT,Percentage points,,,0.1125167
46303,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2016-04,Apr-2016,PC_PNT,Percentage points,,,0.127205
46304,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2016-05,May-2016,PC_PNT,Percentage points,,,0.131668
46305,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2016-06,Jun-2016,PC_PNT,Percentage points,,,0.1339898
46306,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2016-07,Jul-2016,PC_PNT,Percentage points,,,0.1338001
46307,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2016-08,Aug-2016,PC_PNT,Percentage points,,,0.1314356
46308,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2016-09,Sep-2016,PC_PNT,Percentage points,,,0.1366642
46309,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2016-10,Oct-2016,PC_PNT,Percentage points,,,0.1223814
46310,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2016-11,Nov-2016,PC_PNT,Percentage points,,,0.1449496
46311,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2016-12,Dec-2016,PC_PNT,Percentage points,,,0.1440204
46312,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2017-01,Jan-2017,PC_PNT,Percentage points,,,0.1515112
46313,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2017-02,Feb-2017,PC_PNT,Percentage points,,,0.1717721
46314,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2017-03,Mar-2017,PC_PNT,Percentage points,,,0.1591486
46315,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2017-04,Apr-2017,PC_PNT,Percentage points,,,0.2157405
46316,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2017-05,May-2017,PC_PNT,Percentage points,,,0.1649235
46317,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2017-06,Jun-2017,PC_PNT,Percentage points,,,0.1590437
46318,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2017-07,Jul-2017,PC_PNT,Percentage points,,,0.1732888
46319,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2017-08,Aug-2017,PC_PNT,Percentage points,,,0.1680366
46320,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2017-09,Sep-2017,PC_PNT,Percentage points,,,0.1607948
46321,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2017-10,Oct-2017,PC_PNT,Percentage points,,,0.1850168
46322,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2017-11,Nov-2017,PC_PNT,Percentage points,,,0.1857948
46323,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2017-12,Dec-2017,PC_PNT,Percentage points,,,0.1733866
46324,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2018-01,Jan-2018,PC_PNT,Percentage points,,,0.1483919
46325,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2018-02,Feb-2018,PC_PNT,Percentage points,,,0.139403
46326,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2018-03,Mar-2018,PC_PNT,Percentage points,,,0.1551342
46327,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2018-04,Apr-2018,PC_PNT,Percentage points,,,0.06984792
46328,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2018-05,May-2018,PC_PNT,Percentage points,,,0.1259886
46329,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2018-06,Jun-2018,PC_PNT,Percentage points,,,0.1299853
46330,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2018-07,Jul-2018,PC_PNT,Percentage points,,,0.1067704
46331,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2018-08,Aug-2018,PC_PNT,Percentage points,,,0.1478703
46332,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2018-09,Sep-2018,PC_PNT,Percentage points,,,0.1552396
46333,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2018-10,Oct-2018,PC_PNT,Percentage points,,,0.1473463
46334,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2018-11,Nov-2018,PC_PNT,Percentage points,,,0.1224125
46335,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2018-12,Dec-2018,PC_PNT,Percentage points,,,0.1263975
46336,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2019-01,Jan-2019,PC_PNT,Percentage points,,,0.132874
46337,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2019-02,Feb-2019,PC_PNT,Percentage points,,,0.1193266
46338,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2019-03,Mar-2019,PC_PNT,Percentage points,,,0.076
46339,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2019-04,Apr-2019,PC_PNT,Percentage points,,,0.1679081
46340,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2019-05,May-2019,PC_PNT,Percentage points,,,0.1120146
46341,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2019-06,Jun-2019,PC_PNT,Percentage points,,,0.1060233
46342,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2019-07,Jul-2019,PC_PNT,Percentage points,,,0.0939
46343,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2019-08,Aug-2019,PC_PNT,Percentage points,,,0.1085561
46344,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2019-09,Sep-2019,PC_PNT,Percentage points,,,0.1068307
46345,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2019-10,Oct-2019,PC_PNT,Percentage points,,,0.1107774
46346,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2019-11,Nov-2019,PC_PNT,Percentage points,,,0.1079958
46347,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2019-12,Dec-2019,PC_PNT,Percentage points,,,0.09569463
46348,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2020-01,Jan-2020,PC_PNT,Percentage points,,,0.1008664
46349,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2020-02,Feb-2020,PC_PNT,Percentage points,,,0.1013889
46350,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2020-03,Mar-2020,PC_PNT,Percentage points,,,0.07756744
46351,CP090000,CPI: 09 - Recreation and culture,CTGY,Contribution to annual inflation,M,Monthly,2020-04,Apr-2020,PC_PNT,Percentage points,,,0.02557423
46352,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2015-01,Jan-2015,PC_PNT,Percentage points,,,0.2240325
46353,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2015-02,Feb-2015,PC_PNT,Percentage points,,,0.2274849
46354,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2015-03,Mar-2015,PC_PNT,Percentage points,,,0.2285983
46355,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2015-04,Apr-2015,PC_PNT,Percentage points,,,0.2290037
46356,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2015-05,May-2015,PC_PNT,Percentage points,,,0.2278301
46357,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2015-06,Jun-2015,PC_PNT,Percentage points,,,0.2242939
46358,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2015-07,Jul-2015,PC_PNT,Percentage points,,,0.2271178
46359,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2015-08,Aug-2015,PC_PNT,Percentage points,,,0.2346643
46360,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2015-09,Sep-2015,PC_PNT,Percentage points,,,0.2279688
46361,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2015-10,Oct-2015,PC_PNT,Percentage points,,,0.227208
46362,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2015-11,Nov-2015,PC_PNT,Percentage points,,,0.2253927
46363,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2015-12,Dec-2015,PC_PNT,Percentage points,,,0.2244914
46364,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2016-01,Jan-2016,PC_PNT,Percentage points,,,0.2275333
46365,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2016-02,Feb-2016,PC_PNT,Percentage points,,,0.2199754
46366,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2016-03,Mar-2016,PC_PNT,Percentage points,,,0.2168519
46367,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2016-04,Apr-2016,PC_PNT,Percentage points,,,0.2171104
46368,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2016-05,May-2016,PC_PNT,Percentage points,,,0.2181517
46369,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2016-06,Jun-2016,PC_PNT,Percentage points,,,0.2192007
46370,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2016-07,Jul-2016,PC_PNT,Percentage points,,,0.2209712
46371,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2016-08,Aug-2016,PC_PNT,Percentage points,,,0.2168566
46372,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2016-09,Sep-2016,PC_PNT,Percentage points,,,0.2316655
46373,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2016-10,Oct-2016,PC_PNT,Percentage points,,,0.2300896
46374,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2016-11,Nov-2016,PC_PNT,Percentage points,,,0.228836
46375,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2016-12,Dec-2016,PC_PNT,Percentage points,,,0.2277142
46376,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2017-01,Jan-2017,PC_PNT,Percentage points,,,0.2297196
46377,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2017-02,Feb-2017,PC_PNT,Percentage points,,,0.2351429
46378,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2017-03,Mar-2017,PC_PNT,Percentage points,,,0.2348882
46379,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2017-04,Apr-2017,PC_PNT,Percentage points,,,0.2352497
46380,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2017-05,May-2017,PC_PNT,Percentage points,,,0.2367193
46381,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2017-06,Jun-2017,PC_PNT,Percentage points,,,0.2348102
46382,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2017-07,Jul-2017,PC_PNT,Percentage points,,,0.2320156
46383,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2017-08,Aug-2017,PC_PNT,Percentage points,,,0.2501327
46384,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2017-09,Sep-2017,PC_PNT,Percentage points,,,0.2600825
46385,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2017-10,Oct-2017,PC_PNT,Percentage points,,,0.2586804
46386,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2017-11,Nov-2017,PC_PNT,Percentage points,,,0.2566729
46387,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2017-12,Dec-2017,PC_PNT,Percentage points,,,0.2554952
46388,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2018-01,Jan-2018,PC_PNT,Percentage points,,,0.2501475
46389,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2018-02,Feb-2018,PC_PNT,Percentage points,,,0.2565512
46390,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2018-03,Mar-2018,PC_PNT,Percentage points,,,0.2555656
46391,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2018-04,Apr-2018,PC_PNT,Percentage points,,,0.255314
46392,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2018-05,May-2018,PC_PNT,Percentage points,,,0.2549399
46393,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2018-06,Jun-2018,PC_PNT,Percentage points,,,0.2538127
46394,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2018-07,Jul-2018,PC_PNT,Percentage points,,,0.2521822
46395,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2018-08,Aug-2018,PC_PNT,Percentage points,,,0.2600257
46396,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2018-09,Sep-2018,PC_PNT,Percentage points,,,0.2460397
46397,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2018-10,Oct-2018,PC_PNT,Percentage points,,,0.2444834
46398,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2018-11,Nov-2018,PC_PNT,Percentage points,,,0.2419887
46399,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2018-12,Dec-2018,PC_PNT,Percentage points,,,0.2405661
46400,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2019-01,Jan-2019,PC_PNT,Percentage points,,,0.2403375
46401,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2019-02,Feb-2019,PC_PNT,Percentage points,,,0.2494636
46402,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2019-03,Mar-2019,PC_PNT,Percentage points,,,0.2484608
46403,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2019-04,Apr-2019,PC_PNT,Percentage points,,,0.2494482
46404,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2019-05,May-2019,PC_PNT,Percentage points,,,0.2509806
46405,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2019-06,Jun-2019,PC_PNT,Percentage points,,,0.2501027
46406,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2019-07,Jul-2019,PC_PNT,Percentage points,,,0.251579
46407,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2019-08,Aug-2019,PC_PNT,Percentage points,,,0.1665699
46408,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2019-09,Sep-2019,PC_PNT,Percentage points,,,0.171724
46409,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2019-10,Oct-2019,PC_PNT,Percentage points,,,0.1707905
46410,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2019-11,Nov-2019,PC_PNT,Percentage points,,,0.1693511
46411,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2019-12,Dec-2019,PC_PNT,Percentage points,,,0.1681714
46412,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2020-01,Jan-2020,PC_PNT,Percentage points,,,0.1675674
46413,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2020-02,Feb-2020,PC_PNT,Percentage points,,,0.1634082
46414,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2020-03,Mar-2020,PC_PNT,Percentage points,,,0.1639205
46415,CP100000,CPI: 10 - Education,CTGY,Contribution to annual inflation,M,Monthly,2020-04,Apr-2020,PC_PNT,Percentage points,,,0.1633932
46416,CP110000,CPI: 11 - Restaurants and hotels,CTGY,Contribution to annual inflation,M,Monthly,2015-01,Jan-2015,PC_PNT,Percentage points,,,0.5629826
46417,CP110000,CPI: 11 - Restaurants and hotels,CTGY,Contribution to annual inflation,M,Monthly,2015-02,Feb-2015,PC_PNT,Percentage points,,,0.5238385
46418,CP110000,CPI: 11 - Restaurants and hotels,CTGY,Contribution to annual inflation,M,Monthly,2015-03,Mar-2015,PC_PNT,Percentage points,,,0.5138277
46419,CP110000,CPI: 11 - Restaurants and hotels,CTGY,Contribution to annual inflation,M,Monthly,2015-04,Apr-2015,PC_PNT,Percentage points,,,0.4860947
46420,CP110000,CPI: 11 - Restaurants and hotels,CTGY,Contribution to annual inflation,M,Monthly,2015-05,May-2015,PC_PNT,Percentage points,,,0.46011
46421,CP110000,CPI: 11 - Restaurants and hotels,CTGY,Contribution to annual inflation,M,Monthly,2015-06,Jun-2015,PC_PNT,Percentage points,,,0.4493555
46422,CP110000,CPI: 11 - Restaurants and hotels,CTGY,Contribution to annual inflation,M,Monthly,2015-07,Jul-2015,PC_PNT,Percentage points,,,0.4483196
46423,CP110000,CPI: 11 - Restaurants and hotels,CTGY,Contribution to annual inflation,M,Monthly,2015-08,Aug-2015,PC_PNT,Percentage points,,,0.4437061
46424,CP110000,CPI: 11 - Restaurants and hotels,CTGY,Contribution to annual inflation,M,Monthly,2015-09,Sep-2015,PC_PNT,Percentage points,,,0.447257
46425,CP110000,CPI: 11 - Restaurants and hotels,CTGY,Contribution to annual inflation,M,Monthly,2015-10,Oct-2015,PC_PNT,Percentage points,,,0.4352092
46426,CP110000,CPI: 11 - Restaurants and hotels,CTGY,Contribution to annual inflation,M,Monthly,2015-11,Nov-2015,PC_PNT,Percentage points,,,0.4337216
46427,CP110000,CPI: 11 - Restaurants and hotels,CTGY,Contribution to annual inflation,M,Monthly,2015-12,Dec-2015,PC_PNT,Percentage points,,,0.4271699
