,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME,Period,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value
53691,P53,Acquisitions less disposals of valuables,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,,,0.0
53692,P53,Acquisitions less disposals of valuables,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,,,0.0
53693,P53,Acquisitions less disposals of valuables,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,,,0.0
53694,P53,Acquisitions less disposals of valuables,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,,,0.0
53695,P53,Acquisitions less disposals of valuables,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,,,0.0
53696,P53,Acquisitions less disposals of valuables,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,,,0.0
53697,P53,Acquisitions less disposals of valuables,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,,,0.0
53698,P53,Acquisitions less disposals of valuables,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,,,0.0
53699,P53,Acquisitions less disposals of valuables,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,2013,2013,3.7e-05
53700,P53,Acquisitions less disposals of valuables,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,2013,2013,-4.9e-05
53701,P53,Acquisitions less disposals of valuables,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,2013,2013,3e-06
53702,P53,Acquisitions less disposals of valuables,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,2013,2013,3.9e-05
53703,P53,Acquisitions less disposals of valuables,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,2013,2013,5e-06
53704,P53,Acquisitions less disposals of valuables,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,2013,2013,-3e-06
53705,P53,Acquisitions less disposals of valuables,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,2013,2013,-376.287225
53706,P53,Acquisitions less disposals of valuables,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,2013,2013,0.0
53707,P53,Acquisitions less disposals of valuables,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,2013,2013,0.0
53708,P53,Acquisitions less disposals of valuables,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,2013,2013,0.0
53709,P53,Acquisitions less disposals of valuables,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,2013,2013,0.0
53710,P53,Acquisitions less disposals of valuables,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,2013,2013,0.0
53711,P53,Acquisitions less disposals of valuables,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,2013,2013,0.0
53712,P53,Acquisitions less disposals of valuables,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,2013,2013,0.0
53713,P53,Acquisitions less disposals of valuables,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,2013,2013,0.0
53714,P53,Acquisitions less disposals of valuables,VNBQR,"National currency, constant prices, national base year, quarterly levels",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,2013,2013,9e-06
53715,P53,Acquisitions less disposals of valuables,VNBQR,"National currency, constant prices, national base year, quarterly levels",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,2013,2013,-1.2e-05
53716,P53,Acquisitions less disposals of valuables,VNBQR,"National currency, constant prices, national base year, quarterly levels",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,2013,2013,1e-06
53717,P53,Acquisitions less disposals of valuables,VNBQR,"National currency, constant prices, national base year, quarterly levels",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,2013,2013,1e-05
53718,P53,Acquisitions less disposals of valuables,VNBQR,"National currency, constant prices, national base year, quarterly levels",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,2013,2013,1e-06
53719,P53,Acquisitions less disposals of valuables,VNBQR,"National currency, constant prices, national base year, quarterly levels",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,2013,2013,-1e-06
53720,P53,Acquisitions less disposals of valuables,VNBQR,"National currency, constant prices, national base year, quarterly levels",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,2013,2013,-94.07180600000001
53721,P53,Acquisitions less disposals of valuables,VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,2013,2013,0.0
53722,P53,Acquisitions less disposals of valuables,VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,2013,2013,0.0
53723,P53,Acquisitions less disposals of valuables,VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,2013,2013,0.0
53724,P53,Acquisitions less disposals of valuables,VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,2013,2013,0.0
53725,P53,Acquisitions less disposals of valuables,VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,2013,2013,0.0
53726,P53,Acquisitions less disposals of valuables,VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,2013,2013,0.0
53727,P53,Acquisitions less disposals of valuables,VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,2013,2013,0.0
53728,P53,Acquisitions less disposals of valuables,VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,2013,2013,0.0
54175,P5S1,Gross capital formation,CAR,"National currency, current prices, annual levels",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,,,5257832.71
54176,P5S1,Gross capital formation,CAR,"National currency, current prices, annual levels",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,,,5424822.6110000005
54177,P5S1,Gross capital formation,CAR,"National currency, current prices, annual levels",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,,,5313913.319
54178,P5S1,Gross capital formation,CAR,"National currency, current prices, annual levels",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,,,5378404.897000001
54179,P5S1,Gross capital formation,CAR,"National currency, current prices, annual levels",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,,,5457891.0
54180,P5S1,Gross capital formation,CAR,"National currency, current prices, annual levels",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,,,5130578.0
54181,P5S1,Gross capital formation,CAR,"National currency, current prices, annual levels",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,,,5084145.0
54182,P5S1,Gross capital formation,CAR,"National currency, current prices, annual levels",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,,,5081613.0
54183,P5S1,Gross capital formation,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,,,1314458.1775
54184,P5S1,Gross capital formation,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,,,1356205.65275
54185,P5S1,Gross capital formation,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,,,1328478.32975
54186,P5S1,Gross capital formation,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,,,1344601.22425
54187,P5S1,Gross capital formation,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,,,1364472.75
54188,P5S1,Gross capital formation,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,,,1282644.5
54189,P5S1,Gross capital formation,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,,,1271036.25
54190,P5S1,Gross capital formation,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,,,1270403.25
56380,P6,Exports of goods and services,CAR,"National currency, current prices, annual levels",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,,,8477958.072999999
56381,P6,Exports of goods and services,CAR,"National currency, current prices, annual levels",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,,,9374427.658
56382,P6,Exports of goods and services,CAR,"National currency, current prices, annual levels",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,,,9150434.501
56383,P6,Exports of goods and services,CAR,"National currency, current prices, annual levels",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,,,9915780.644
56384,P6,Exports of goods and services,CAR,"National currency, current prices, annual levels",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,,,8970278.272
56385,P6,Exports of goods and services,CAR,"National currency, current prices, annual levels",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,,,9701256.57
56386,P6,Exports of goods and services,CAR,"National currency, current prices, annual levels",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,,,9611563.77
56387,P6,Exports of goods and services,CAR,"National currency, current prices, annual levels",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,,,9589272.577
56388,P6,Exports of goods and services,CARSA,"National currency, current prices, annual levels, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,,,8864436.202
56389,P6,Exports of goods and services,CARSA,"National currency, current prices, annual levels, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,,,9229467.821
56390,P6,Exports of goods and services,CARSA,"National currency, current prices, annual levels, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,,,9267235.852
56391,P6,Exports of goods and services,CARSA,"National currency, current prices, annual levels, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,,,9522092.736
56392,P6,Exports of goods and services,CARSA,"National currency, current prices, annual levels, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,,,9274603.572999999
56393,P6,Exports of goods and services,CARSA,"National currency, current prices, annual levels, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,,,9656375.766
56394,P6,Exports of goods and services,CARSA,"National currency, current prices, annual levels, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,,,9745991.247000001
56395,P6,Exports of goods and services,CARSA,"National currency, current prices, annual levels, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,,,9197065.764
56396,P6,Exports of goods and services,CPCARSA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,USD,US Dollar,6,Millions,,,978470.673545
56397,P6,Exports of goods and services,CPCARSA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,USD,US Dollar,6,Millions,,,1017254.442068
56398,P6,Exports of goods and services,CPCARSA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,USD,US Dollar,6,Millions,,,1012897.586955
56399,P6,Exports of goods and services,CPCARSA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,USD,US Dollar,6,Millions,,,1032052.244228
56400,P6,Exports of goods and services,CPCARSA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,USD,US Dollar,6,Millions,,,1001307.934973
56401,P6,Exports of goods and services,CPCARSA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,USD,US Dollar,6,Millions,,,1040938.006899
56402,P6,Exports of goods and services,CPCARSA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,USD,US Dollar,6,Millions,,,1050178.82535
56403,P6,Exports of goods and services,CPCARSA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,USD,US Dollar,6,Millions,,,989707.1038
56404,P6,Exports of goods and services,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,,,2119489.51825
56405,P6,Exports of goods and services,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,,,2343606.9145
56406,P6,Exports of goods and services,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,,,2287608.62525
56407,P6,Exports of goods and services,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,,,2478945.161
56408,P6,Exports of goods and services,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,,,2242569.568
56409,P6,Exports of goods and services,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,,,2425314.1425
56410,P6,Exports of goods and services,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,,,2402890.9425
56411,P6,Exports of goods and services,CQR,"National currency, current prices, quarterly levels",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,,,2397318.14425
56412,P6,Exports of goods and services,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,,,2216109.0505
56413,P6,Exports of goods and services,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,,,2307366.95525
56414,P6,Exports of goods and services,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,,,2316808.963
56415,P6,Exports of goods and services,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,,,2380523.184
56416,P6,Exports of goods and services,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,,,2318650.89325
56417,P6,Exports of goods and services,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,,,2414093.9415
56418,P6,Exports of goods and services,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,,,2436497.81175
56419,P6,Exports of goods and services,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,,,2299266.441
56420,P6,Exports of goods and services,DNBSA,"Deflator, national base/reference year, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,IDX,Index,0,Units,2013,2013,132.463527
56421,P6,Exports of goods and services,DNBSA,"Deflator, national base/reference year, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,IDX,Index,0,Units,2013,2013,135.84005
56422,P6,Exports of goods and services,DNBSA,"Deflator, national base/reference year, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,IDX,Index,0,Units,2013,2013,137.47518
56423,P6,Exports of goods and services,DNBSA,"Deflator, national base/reference year, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,IDX,Index,0,Units,2013,2013,140.162847
56424,P6,Exports of goods and services,DNBSA,"Deflator, national base/reference year, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,IDX,Index,0,Units,2013,2013,135.958329
56425,P6,Exports of goods and services,DNBSA,"Deflator, national base/reference year, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,IDX,Index,0,Units,2013,2013,138.409986
56426,P6,Exports of goods and services,DNBSA,"Deflator, national base/reference year, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,IDX,Index,0,Units,2013,2013,140.677131
56427,P6,Exports of goods and services,DNBSA,"Deflator, national base/reference year, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,IDX,Index,0,Units,2013,2013,139.134681
56428,P6,Exports of goods and services,DOBSA,"Deflator, OECD reference year, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,IDX,Index,0,Units,2015,2015,122.096783
56429,P6,Exports of goods and services,DOBSA,"Deflator, OECD reference year, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,IDX,Index,0,Units,2015,2015,125.209055
56430,P6,Exports of goods and services,DOBSA,"Deflator, OECD reference year, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,IDX,Index,0,Units,2015,2015,126.716218
56431,P6,Exports of goods and services,DOBSA,"Deflator, OECD reference year, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,IDX,Index,0,Units,2015,2015,129.193545
56432,P6,Exports of goods and services,DOBSA,"Deflator, OECD reference year, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,IDX,Index,0,Units,2015,2015,125.318077
56433,P6,Exports of goods and services,DOBSA,"Deflator, OECD reference year, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,IDX,Index,0,Units,2015,2015,127.57786499999999
56434,P6,Exports of goods and services,DOBSA,"Deflator, OECD reference year, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,IDX,Index,0,Units,2015,2015,129.667581
56435,P6,Exports of goods and services,DOBSA,"Deflator, OECD reference year, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,IDX,Index,0,Units,2015,2015,128.245844
56436,P6,Exports of goods and services,GPSA,"Growth rate compared to previous quarter, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,PC,Percentage,0,Units,,,2.868802
56437,P6,Exports of goods and services,GPSA,"Growth rate compared to previous quarter, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,PC,Percentage,0,Units,,,1.529915
56438,P6,Exports of goods and services,GPSA,"Growth rate compared to previous quarter, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,PC,Percentage,0,Units,,,-0.7850560000000001
56439,P6,Exports of goods and services,GPSA,"Growth rate compared to previous quarter, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,PC,Percentage,0,Units,,,0.77982
56440,P6,Exports of goods and services,GPSA,"Growth rate compared to previous quarter, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,PC,Percentage,0,Units,,,0.413023
56441,P6,Exports of goods and services,GPSA,"Growth rate compared to previous quarter, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,PC,Percentage,0,Units,,,2.272105
56442,P6,Exports of goods and services,GPSA,"Growth rate compared to previous quarter, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,PC,Percentage,0,Units,,,-0.6985060000000001
56443,P6,Exports of goods and services,GPSA,"Growth rate compared to previous quarter, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,PC,Percentage,0,Units,,,-4.586158
56444,P6,Exports of goods and services,GYSA,"Growth rate compared to the same quarter of previous year, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,PC,Percentage,0,Units,,,2.603639
56445,P6,Exports of goods and services,GYSA,"Growth rate compared to the same quarter of previous year, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,PC,Percentage,0,Units,,,7.962133000000001
56446,P6,Exports of goods and services,GYSA,"Growth rate compared to the same quarter of previous year, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,PC,Percentage,0,Units,,,8.736685000000001
56447,P6,Exports of goods and services,GYSA,"Growth rate compared to the same quarter of previous year, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,PC,Percentage,0,Units,,,4.430745
56448,P6,Exports of goods and services,GYSA,"Growth rate compared to the same quarter of previous year, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,PC,Percentage,0,Units,,,1.9376779999999998
56449,P6,Exports of goods and services,GYSA,"Growth rate compared to the same quarter of previous year, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,PC,Percentage,0,Units,,,2.682848
56450,P6,Exports of goods and services,GYSA,"Growth rate compared to the same quarter of previous year, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,PC,Percentage,0,Units,,,2.772423
56451,P6,Exports of goods and services,GYSA,"Growth rate compared to the same quarter of previous year, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,PC,Percentage,0,Units,,,-2.69965
56452,P6,Exports of goods and services,VIXOBSA,"Volume index, OECD reference year, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,IDX,Index,0,Units,2015,2015,113.227842
56453,P6,Exports of goods and services,VIXOBSA,"Volume index, OECD reference year, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,IDX,Index,0,Units,2015,2015,114.960132
56454,P6,Exports of goods and services,VIXOBSA,"Volume index, OECD reference year, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,IDX,Index,0,Units,2015,2015,114.057631
56455,P6,Exports of goods and services,VIXOBSA,"Volume index, OECD reference year, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,IDX,Index,0,Units,2015,2015,114.947075
56456,P6,Exports of goods and services,VIXOBSA,"Volume index, OECD reference year, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,IDX,Index,0,Units,2015,2015,115.421833
56457,P6,Exports of goods and services,VIXOBSA,"Volume index, OECD reference year, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,IDX,Index,0,Units,2015,2015,118.04433799999998
56458,P6,Exports of goods and services,VIXOBSA,"Volume index, OECD reference year, seasonally adjusted",Q,Quarterly,2019-Q3,Q3-2019,IDX,Index,0,Units,2015,2015,117.21979099999999
56459,P6,Exports of goods and services,VIXOBSA,"Volume index, OECD reference year, seasonally adjusted",Q,Quarterly,2019-Q4,Q4-2019,IDX,Index,0,Units,2015,2015,111.843906
56460,P6,Exports of goods and services,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,2013,2013,6364004.499
56461,P6,Exports of goods and services,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,2013,2013,6962030.055
56462,P6,Exports of goods and services,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,2013,2013,6725610.965
56463,P6,Exports of goods and services,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,2013,2013,6970342.95
56464,P6,Exports of goods and services,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,2013,2013,6539281.3270000005
56465,P6,Exports of goods and services,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,2013,2013,7104146.267000001
56466,P6,Exports of goods and services,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2019-Q3,Q3-2019,MXN,Mexican Peso,6,Millions,2013,2013,6910809.01
56467,P6,Exports of goods and services,VNBAR,"National currency, constant prices, national base year, annual levels",Q,Quarterly,2019-Q4,Q4-2019,MXN,Mexican Peso,6,Millions,2013,2013,6776203.757
56468,P6,Exports of goods and services,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2018-Q1,Q1-2018,MXN,Mexican Peso,6,Millions,2013,2013,6691982.602999999
56469,P6,Exports of goods and services,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2018-Q2,Q2-2018,MXN,Mexican Peso,6,Millions,2013,2013,6794364.279
56470,P6,Exports of goods and services,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2018-Q3,Q3-2018,MXN,Mexican Peso,6,Millions,2013,2013,6741024.725
56471,P6,Exports of goods and services,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2018-Q4,Q4-2018,MXN,Mexican Peso,6,Millions,2013,2013,6793592.551
56472,P6,Exports of goods and services,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2019-Q1,Q1-2019,MXN,Mexican Peso,6,Millions,2013,2013,6821651.653
56473,P6,Exports of goods and services,VNBARSA,"National currency, constant prices, national base year, annual levels, seasonally adjusted",Q,Quarterly,2019-Q2,Q2-2019,MXN,Mexican Peso,6,Millions,2013,2013,6976646.748
